id,Count,shape_x,shape_y,shape_z
mp-1222471,2949120,192,192,80
mp-1214090,1433600,56,160,160
mp-1245906,368640,48,48,160
mp-1041120,768000,80,80,120
mp-715438,614400,48,80,160
mp-1187449,979776,108,108,84
mp-641534,2457600,160,160,96
mp-1190793,1769472,108,128,128
mp-780523,4233600,140,140,216
mp-1226073,655360,64,64,160
mp-774707,4423680,128,160,216
mp-13560,884736,96,96,96
mp-1025274,2097152,128,128,128
mp-2218790,560000,56,100,100
mp-1037799,2097152,128,128,128
mp-2739,768000,80,80,120
mp-567148,967680,72,96,140
mp-1134064,2097152,128,128,128
mp-1223657,1404928,112,112,112
mp-1229110,4147200,144,144,200
mp-770561,3584000,140,128,200
mp-1200135,3010560,140,96,224
mp-1198244,2304000,120,120,160
mp-1192590,1843200,96,120,160
mp-999485,110592,48,48,48
mp-1210676,1728000,120,120,120
mp-1186110,175616,56,56,56
mp-1218922,21952000,280,280,280
mp-1188876,1179648,96,96,128
mp-686296,4741632,168,168,168
mp-1232439,1843200,96,160,120
mp-1087228,777600,60,60,216
mp-1188434,1960000,140,140,100
mp-1180433,1053696,56,96,196
mp-780393,2419200,108,140,160
mp-1187169,1259712,108,108,108
mp-1246789,1259712,108,108,108
mp-754266,1259712,108,108,108
mp-1216962,2985984,144,144,144
mp-1187712,800000,100,100,80
mp-569701,3359232,216,216,72
mp-1093765,4741632,168,168,168
mp-1246409,414720,108,48,80
mp-1256,245760,60,64,64
mp-29474,1728000,120,120,120
mp-768941,1474560,96,96,160
mp-1042676,4147200,96,180,240
mp-581749,3686400,120,120,256
mp-1216227,663552,72,96,96
mp-541280,1658880,96,108,160
mp-1100323,2239488,108,108,192
mp-1184025,592704,84,84,84
mp-1048076,2048000,160,160,80
mp-1006068,512000,80,80,80
mp-1104459,1161216,96,108,112
mp-760399,537600,80,84,80
mp-642817,691200,60,96,120
mp-15963,516096,56,96,96
mp-979413,512000,80,80,80
mp-1076048,860160,80,84,128
mp-23192,1119744,72,72,216
mp-1203440,1204224,96,112,112
mp-1102475,1048576,64,128,128
mp-2229245,1935360,96,112,180
mp-997590,1728000,120,120,120
mp-3615,884736,96,96,96
mp-1198569,1792000,100,112,160
mp-1199846,4096000,160,160,160
mp-756870,884736,96,96,96
mp-1183852,800000,100,100,80
mp-1016647,1176000,140,140,60
mp-1207036,592704,84,84,84
mp-861753,2903040,96,140,216
mp-1192271,4032000,180,160,140
mp-2220761,1105920,160,144,48
mp-2224234,884736,96,96,96
mp-759435,2293760,128,128,140
mp-552575,806400,60,112,120
mp-755455,322560,48,80,84
mp-567928,4423680,64,192,360
mp-1220736,884736,96,96,96
mp-567351,4096000,160,160,160
mp-26712,2097152,128,128,128
mp-7986,216000,60,60,60
mp-861918,512000,80,80,80
mp-1035811,1411200,140,140,72
mp-1099243,737280,64,64,180
mp-1112130,2097152,128,128,128
mp-625104,921600,60,96,160
mp-865446,512000,80,80,80
mp-542021,940800,140,140,48
mp-1100537,1105920,96,96,120
mp-1202049,4096000,160,160,160
mp-1198166,2419200,100,144,168
mp-1209931,2560000,200,200,64
mp-1185013,512000,80,80,80
mp-570457,1728000,120,120,120
mp-5660,216000,60,60,60
mp-1113934,1259712,108,108,108
mp-634805,201600,60,60,56
mp-865993,373248,72,72,72
mp-1218282,345600,60,60,96
mp-1183728,884736,96,96,96
mp-1223216,1310720,64,64,320
mp-1198746,5443200,168,180,180
mp-1097550,4096000,160,160,160
mp-754103,460800,72,80,80
mp-1279201,884736,48,96,192
mp-1216321,512000,80,80,80
mp-2228176,884736,96,96,96
mp-864837,512000,80,80,80
mp-1219174,884736,96,96,96
mp-756898,1003520,80,112,112
mp-626155,768000,80,96,100
mp-631449,216000,60,60,60
mp-863021,524288,64,64,128
mp-30785,216000,60,60,60
mp-636805,1866240,108,108,160
mp-1232046,2764800,216,128,100
mp-752549,221184,48,48,96
mp-763184,884736,96,96,96
mp-1038971,884736,96,96,96
mp-1046651,1161216,84,108,128
mp-1245294,4300800,160,160,168
mp-1209508,5308416,192,192,144
mp-2232307,1119744,96,108,108
mp-31170,373248,72,72,72
mp-1020712,614400,80,80,96
mp-1221899,537600,80,80,84
mp-1186766,373248,72,72,72
mp-777330,1290240,96,96,140
mp-1026909,1290240,48,48,560
mp-1215420,2097152,128,128,128
mp-1224702,172800,40,40,108
mp-774621,720000,100,100,72
mp-614185,1658880,72,120,192
mp-1222397,1548288,96,96,168
mp-36395,1404928,112,112,112
mp-1174543,896000,80,80,140
mp-867313,373248,72,72,72
mp-866168,373248,72,72,72
mp-645,216000,60,60,60
mp-1206331,516096,96,96,56
mp-1213872,4096000,160,160,160
mp-1215956,896000,80,80,140
mp-752646,921600,80,96,120
mp-1226511,1000000,100,100,100
mp-1176607,1433600,80,112,160
mp-1104861,2985984,144,144,144
mp-721017,4032000,120,120,280
mp-1246811,501760,56,56,160
mp-1247443,1474560,96,120,128
mp-1246798,1935360,108,112,160
mp-1216699,1769472,128,128,108
mp-1392145,604800,60,60,168
mp-771061,995328,48,144,144
mp-757112,768000,80,80,120
mp-771754,1024000,80,80,160
mp-686601,3732480,216,216,80
mp-1177516,1327104,96,96,144
mp-632282,150528,56,56,48
mp-975653,774144,96,96,84
mp-1007758,322560,48,48,140
mp-1026990,1806336,56,56,576
mp-850394,870912,84,96,108
mp-1219399,1382400,96,120,120
mp-673808,884736,96,96,96
mp-867304,216000,60,60,60
mp-756351,884736,96,96,96
mp-560163,3010560,160,112,168
mp-1046805,3136000,140,140,160
mp-1341160,1152000,120,120,80
mp-1666361,2257920,84,84,320
mp-7163,175616,56,56,56
mp-1211860,1881600,100,112,168
mp-729027,7077888,192,192,192
mp-1213932,1404928,112,112,112
mp-1200452,2097152,128,128,128
mp-1105782,983040,80,96,128
mp-676011,691200,80,80,108
mp-770431,4147200,144,144,200
mp-1020721,1411200,120,84,140
mp-705305,2822400,140,140,144
mp-23244,2304000,120,120,160
mp-850083,2304000,120,160,120
mp-867962,2097152,128,128,128
mp-1201845,1792000,80,140,160
mp-1297800,1474560,96,160,96
mp-1044616,2580480,96,140,192
mp-1228524,1505280,112,112,120
mp-1222306,138240,48,48,60
mp-29193,2332800,108,120,180
mp-1184241,1568000,140,140,80
mp-974940,1728000,120,120,120
mp-772578,1474560,96,96,160
mp-557589,2822400,80,180,196
mp-756735,1024000,100,80,128
mp-1046381,691200,60,64,180
mp-1185292,884736,96,96,96
mp-12351,3359232,216,216,72
mp-230,1088640,72,84,180
mp-27468,388800,60,60,108
mp-1227340,4096000,160,160,160
mp-1176464,1612800,84,80,240
mp-1211463,1935360,56,160,216
mp-1224280,2508800,128,140,140
mp-559627,1354752,108,112,112
mp-767820,1474560,96,96,160
mp-972351,2097152,128,128,128
mp-1245882,501760,56,56,160
mp-1194307,2332800,60,180,216
mp-1213500,3440640,128,140,192
mp-1042894,1290240,96,96,140
mp-781757,3919104,84,216,216
mp-625961,1843200,80,80,288
mp-1205608,762048,84,84,108
mp-1093648,2744000,140,140,140
mp-1097518,4096000,160,160,160
mp-1238275,3483648,216,112,144
mp-757855,2419200,84,160,180
mp-1247462,645120,80,96,84
mp-706653,2488320,96,108,240
mp-22284,1105920,72,120,128
mp-685259,4199040,108,108,360
mp-753585,1866240,108,108,160
mp-980387,373248,72,72,72
mp-1223242,576000,60,60,160
mp-23336,4096000,160,160,160
mp-17968,2048000,160,160,80
mp-1326396,1612800,96,120,140
mp-557911,4741632,168,168,168
mp-1247655,1728000,120,120,120
mp-1215249,552960,72,80,96
mp-757915,564480,80,84,84
mp-1076335,1728000,120,120,120
mp-1247451,1075200,84,100,128
mp-23204,995328,96,96,108
mp-18582,3010560,112,112,240
mp-1028827,1806336,56,56,576
mp-1189147,884736,96,96,96
mp-764885,1881600,80,140,168
mp-752563,746496,48,72,216
mp-1215331,288000,60,60,80
mp-1218635,2634240,196,96,140
mp-1228380,1290240,96,96,140
mp-1106210,1612800,120,120,112
mp-1094367,1179648,128,128,72
mp-1009583,172800,48,60,60
mp-11569,373248,72,72,72
mp-1246081,2257920,112,144,140
mp-2229017,752640,80,84,112
mp-1196847,2822400,140,140,144
mp-1224958,1769472,96,96,192
mp-569054,846720,84,84,120
mp-27312,4704000,280,120,140
mp-568264,1036800,96,100,108
mp-776176,1474560,96,96,160
mp-625886,1505280,120,112,112
mp-669722,2177280,72,108,280
mp-662609,2744000,140,140,140
mp-1216815,1105920,96,96,120
mp-1025263,537600,56,96,100
mp-1047669,1024000,80,80,160
mp-25278,1843200,120,120,128
mp-866196,512000,80,80,80
mp-1217482,512000,80,80,80
mp-1216439,373248,72,72,72
mp-1212523,1572864,96,128,128
mp-1110650,884736,96,96,96
mp-1193684,1382400,80,80,216
mp-24473,1568000,80,140,140
mp-1020010,1179648,128,128,72
mp-776258,2177280,60,144,252
mp-1188730,1693440,60,168,168
mp-1190514,884736,96,96,96
mp-759749,1280000,100,100,128
mp-1211544,2903040,96,168,180
mp-754926,1024000,80,80,160
mp-1206257,884736,96,96,96
mp-1185692,175616,56,56,56
mp-436,175616,56,56,56
mp-1193266,2150400,120,128,140
mp-859111,1354752,108,112,112
mp-1113778,884736,96,96,96
mp-734123,4300800,128,140,240
mp-1093959,4096000,160,160,160
mp-568851,3951360,168,168,140
mp-961684,373248,72,72,72
mp-1076718,987840,84,84,140
mp-1106112,2457600,96,160,160
mp-16526,645120,64,84,120
mp-1106322,1960000,100,140,140
mp-975138,216000,60,60,60
mp-1094299,884736,96,96,96
mp-1237388,1244160,96,108,120
mp-776128,2457600,80,160,192
mp-972367,175616,56,56,56
mp-1229050,1290240,60,96,224
mp-743514,2654208,108,128,192
mp-1229021,1451520,112,108,120
mp-2230015,1179648,128,96,96
mp-1212111,2744000,140,140,140
mp-1218422,1120000,100,100,112
mp-1222807,884736,96,96,96
mp-616220,3317760,144,144,160
mp-1045620,2709504,112,112,216
mp-2219301,1806336,56,56,576
mp-630820,2177280,72,140,216
mp-541900,3136000,140,140,160
mp-1223975,3456000,240,240,60
mp-1210498,4741632,168,168,168
mp-779404,4096000,160,160,160
mp-1075387,1440000,60,100,240
mp-862794,524288,64,64,128
mp-1099100,1327104,96,96,144
mp-1184653,508032,84,84,72
mp-752854,884736,96,96,96
mp-1208564,645120,56,96,120
mp-541668,4128768,252,128,128
mp-1175802,1228800,48,160,160
mp-1182284,864000,60,60,240
mp-568654,290304,56,72,72
mp-1220915,1119744,96,108,108
mp-28387,5832000,180,180,180
mp-8307,691200,80,80,108
mp-30160,1000000,100,100,100
mp-571567,3981312,64,64,972
mp-779294,4644864,108,112,384
mp-1187351,373248,72,72,72
mp-1046840,2048000,160,160,80
mp-973434,373248,72,72,72
mp-561222,2322432,96,112,216
mp-1220309,725760,72,72,140
mp-2218182,790272,84,84,112
mp-780466,1612800,80,80,252
mp-768330,4665600,180,180,144
mp-1180586,4838400,192,140,180
mp-1042753,1290240,96,96,140
mp-773080,2304000,80,80,360
mp-560723,592704,84,84,84
mp-1222562,1179648,96,96,128
mp-1218821,423360,84,84,60
mp-555556,3276800,160,160,128
mp-2228735,907200,60,60,252
mp-1077929,388800,60,60,108
mp-973599,884736,96,96,96
mp-1111711,1728000,120,120,120
mp-1247486,1524096,84,84,216
mp-16338,1404928,112,112,112
mp-1227975,327680,64,64,80
mp-753460,3538944,128,128,216
mp-1094004,1505280,56,56,480
mp-755614,995328,96,96,108
mp-975531,3686400,160,160,144
mp-1101376,4478976,216,216,96
mp-1204637,2519424,216,108,108
mp-864783,512000,80,80,80
mp-725881,3225600,120,140,192
mp-1219016,655360,64,64,160
mp-7557,1728000,120,120,120
mp-774299,1935360,80,96,252
mp-1041166,1990656,96,96,216
mp-757429,1693440,108,112,140
mp-1183961,1728000,120,120,120
mp-363,691200,80,80,108
mp-5547,645120,48,96,140
mp-569209,4915200,160,160,192
mp-1357819,2764800,120,120,192
mp-1208821,1088640,84,108,120
mp-865415,373248,72,72,72
mp-1223204,4096000,160,160,160
mp-1229259,4096000,160,160,160
mp-1212375,884736,96,96,96
mp-766079,2352000,140,140,120
mp-780179,2744000,140,140,140
mp-1182181,2488320,180,144,96
mp-26765,3200000,400,80,100
mp-1179018,2744000,140,140,140
mp-1217159,2867200,112,160,160
mp-1184012,1000000,100,100,100
mp-1177785,4300800,160,160,168
mp-1206626,409600,64,64,100
mp-1074830,1580544,84,96,196
mp-2228481,737280,80,96,96
mp-765008,4976640,144,160,216
mp-30849,373248,72,72,72
mp-570990,1404928,112,112,112
mp-705559,3584000,140,160,160
mp-1182888,2744000,140,140,140
mp-1302186,1179648,96,128,96
mp-1008875,262144,64,64,64
mp-1185158,1382400,120,120,96
mp-1211064,1975680,84,120,196
mp-761029,5529600,160,160,216
mp-863686,512000,80,80,80
mp-2232113,960000,96,100,100
mp-773512,1792000,80,140,160
mp-1190005,1600000,100,100,160
mp-19066,552960,96,96,60
mp-1189687,2116800,140,140,108
mp-1190663,903168,56,96,168
mp-1226773,746496,64,108,108
mp-1208405,1492992,108,108,128
mp-1246704,1612800,96,120,140
mp-982373,884736,96,96,96
mp-989641,483840,72,60,112
mp-1094770,307200,48,80,80
mp-1194968,3628800,120,168,180
mp-1103524,1016064,84,84,144
mp-1041661,806400,80,84,120
mp-1247745,752640,84,80,112
mp-1024963,884736,96,96,96
mp-990430,4096000,160,160,160
mp-1080419,829440,72,72,160
mp-7885,338688,56,56,108
mp-2935,373248,72,72,72
mp-505094,2064384,96,128,168
mp-1391800,512000,80,80,80
mp-1096910,737280,96,96,80
mp-864887,1290240,96,96,140
mp-1218261,846720,84,84,120
mp-1105839,653184,108,108,56
mp-1209302,1259712,108,108,108
mp-15335,1720320,56,160,192
mp-1212251,1259712,108,108,108
mp-1225352,8000000,200,200,200
mp-1204595,4741632,168,168,168
mp-5684,1806336,168,168,64
mp-977571,373248,72,72,72
mp-1200922,2822400,120,120,196
mp-1094239,1105920,96,96,120
mp-1245705,537600,120,56,80
mp-25954,1756160,112,112,140
mp-698430,3024000,140,120,180
mp-558760,1658880,60,128,216
mp-1221916,4741632,168,168,168
mp-1192575,2580480,128,140,144
mp-863012,3265920,108,140,216
mp-1207489,1259712,108,108,108
mp-1219863,2457600,160,160,96
mp-763831,1185408,84,84,168
mp-11033,2097152,128,128,128
mp-862772,3225600,120,120,224
mp-24316,1638400,128,128,100
mp-1189988,1003520,80,112,112
mp-1221767,576000,60,100,96
mp-1197673,2764800,120,120,192
mp-1022726,1382400,120,120,96
mp-1174920,884736,96,96,96
mp-2231418,829440,80,216,48
mp-1218148,1016064,84,84,144
mp-1105285,839808,72,108,108
mp-758835,884736,96,96,96
mp-768457,4704000,140,140,240
mp-1191345,1411200,140,140,72
mp-1104549,1814400,120,140,108
mp-642462,1105920,80,108,128
mp-1245404,221184,48,48,96
mp-1079211,589824,64,64,144
mp-1662701,2211840,96,144,160
mp-1217842,1209600,120,120,84
mp-1237012,1032192,96,96,112
mp-6684,1344000,80,100,168
mp-1041397,1310720,128,128,80
mp-1195137,2949120,96,160,192
mp-1207887,4096000,160,160,160
mp-1097389,7077888,192,192,192
mp-1238812,1935360,180,56,192
mp-15003,2867200,160,112,160
mp-769465,2293760,128,128,140
mp-1100842,1310720,80,128,128
mp-1185217,512000,80,80,80
mp-1220733,1259712,108,108,108
mp-2232319,1290240,140,96,96
mp-774912,1474560,96,96,160
mp-1378417,1382400,144,80,120
mp-1183459,512000,80,80,80
mp-754590,746496,216,72,48
mp-771696,2097152,128,128,128
mp-30574,4096000,160,160,160
mp-4846,262144,64,64,64
mp-1187362,663552,96,96,72
mp-1185415,512000,80,80,80
mp-1216774,884736,96,96,96
mp-1228579,1036800,60,60,288
mp-1389926,691200,80,80,108
mp-1217528,995328,96,96,108
mp-1177638,2016000,120,120,140
mp-554359,3456000,120,160,180
mp-1220683,4300800,160,160,168
mp-1111062,884736,96,96,96
mp-1183113,1382400,120,120,96
mp-1080087,983040,64,64,240
mp-1205338,1638400,128,128,100
mp-975596,262144,64,64,64
mp-4889,393216,64,64,96
mp-1097209,4096000,160,160,160
mp-1245657,4644864,192,108,224
mp-1030447,1843968,56,56,588
mp-542245,1769472,128,128,108
mp-6968,884736,96,96,96
mp-557229,3225600,128,140,180
mp-2990,903168,72,112,112
mp-1112028,2097152,128,128,128
mp-764348,1638400,160,80,128
mp-1079408,725760,72,72,140
mp-1094001,13824000,240,240,240
mp-542117,1806336,84,128,168
mp-753468,737280,96,96,80
mp-1105615,1451520,96,108,140
mp-771311,2097152,128,128,128
mp-2229276,725760,80,108,84
mp-1666748,2744000,140,140,140
mp-726669,1638400,80,128,160
mp-849307,1244160,72,72,240
mp-862,458752,64,64,112
mp-1653394,2560000,100,160,160
mp-864610,512000,80,80,80
mp-1181579,884736,96,96,96
mp-1185393,373248,72,72,72
mp-1184931,592704,84,84,84
mp-1177673,2150400,96,140,160
mp-1040307,2097152,128,128,128
mp-862961,373248,72,72,72
mp-775023,1474560,96,96,160
mp-1183915,592704,84,84,84
mp-1245467,4515840,112,168,240
mp-1103541,688128,64,64,168
mp-1298647,1354752,84,192,84
mp-1219641,4032000,120,120,280
mp-705680,1306368,108,108,112
mp-1203904,3276800,128,160,160
mp-1189686,1792000,100,112,160
mp-3268,338688,48,84,84
mp-1174185,691200,48,300,48
mp-1220164,331776,64,72,72
mp-22221,373248,72,72,72
mp-28040,884736,96,96,96
mp-765701,884736,96,96,96
mp-504880,1548288,96,96,168
mp-21206,512000,80,80,80
mp-1378551,2211840,160,128,108
mp-1213203,2048000,80,160,160
mp-1039675,2097152,128,128,128
mp-1223019,262144,64,64,64
mp-3732,387072,48,48,168
mp-1209442,3686400,240,240,64
mp-1245464,2580480,96,160,168
mp-1077157,262144,64,64,64
mp-1214499,3456000,120,120,240
mp-1040245,2097152,128,128,128
mp-1227501,1720320,56,160,192
mp-707195,2592000,120,120,180
mp-756045,1003520,56,128,140
mp-24242,614400,96,80,80
mp-675943,1080000,100,100,108
mp-768668,1474560,96,96,160
mp-1225085,1259712,108,108,108
mp-1191903,2239488,108,108,192
mp-1040818,537600,80,84,80
mp-1199914,2211840,128,80,216
mp-1411320,884736,96,96,96
mp-1226259,4096000,160,160,160
mp-1080231,592704,84,84,84
mp-998880,3386880,160,108,196
mp-1224791,175616,56,56,56
mp-1190091,884736,96,96,96
mp-1175715,1105920,96,96,120
mp-1345463,716800,80,80,112
mp-1040898,2457600,128,120,160
mp-1110672,1259712,108,108,108
mp-1201835,3024000,120,140,180
mp-1096963,3010560,128,168,140
mp-779026,2293760,128,128,140
mp-1216641,373248,72,72,72
mp-567318,1756160,64,140,196
mp-974882,1259712,108,108,108
mp-1228604,846720,84,84,120
mp-1245364,4214784,112,168,224
mp-755506,1354752,112,112,108
mp-1189057,979776,84,108,108
mp-769171,3360000,80,140,300
mp-1200120,3763200,140,140,192
mp-1044297,1728000,80,120,180
mp-759478,1492992,48,144,216
mp-1025350,460800,48,48,200
mp-28810,1179648,96,96,128
mp-1205689,864000,120,120,60
mp-761867,1411200,72,140,140
mp-2226157,777600,60,60,216
mp-1227906,677376,84,84,96
mp-9511,1679616,108,108,144
mp-1111273,1404928,112,112,112
mp-1194556,1492992,128,108,108
mp-637209,2177280,180,108,112
mp-558045,1382400,80,108,160
mp-757355,1105920,72,160,96
mp-1212527,2621440,128,128,160
mp-556000,3888000,60,60,1080
mp-2220769,1327104,96,96,144
mp-553303,537600,80,80,84
mp-4895,573440,64,64,140
mp-1204519,2304000,120,120,160
mp-1234386,1612800,120,56,240
mp-17023,819200,80,80,128
mp-12919,491520,64,64,120
mp-1200698,2985984,144,144,144
mp-1099085,1600000,100,100,160
mp-19418,614400,80,80,96
mp-1209205,4838400,140,160,216
mp-1111692,884736,96,96,96
mp-1423,188160,56,60,56
mp-23063,3072000,160,160,120
mp-1210673,1097600,140,140,56
mp-558993,1404928,112,112,112
mp-27191,5832000,180,180,180
mp-7443,580608,56,96,108
mp-1095109,884736,96,96,96
mp-1182530,2457600,96,160,160
mp-1184344,512000,80,80,80
mp-867867,512000,80,80,80
mp-753143,1555200,48,180,180
mp-2222881,1693440,56,56,540
mp-1208783,4608000,160,160,180
mp-631254,373248,72,72,72
mp-1189653,1728000,100,108,160
mp-764501,1769472,96,96,192
mp-9731,762048,84,84,108
mp-1228445,1990656,96,96,216
mp-777458,1612800,84,80,240
mp-1016846,216000,60,60,60
mp-23986,1176000,84,100,140
mp-1220133,819200,80,80,128
mp-998968,884736,96,96,96
mp-1101870,580608,56,96,108
mp-778109,5529600,160,160,216
mp-1262600,512000,80,80,80
mp-1216208,6858432,252,252,108
mp-1223096,884736,96,96,96
mp-20228,216000,60,60,60
mp-1193182,3763200,140,160,168
mp-861900,373248,72,72,72
mp-1183541,373248,72,72,72
mp-1029336,896000,56,100,160
mp-1215786,2239488,108,108,192
mp-9059,512000,80,80,80
mp-1219996,409600,80,80,64
mp-1075132,1119744,96,108,108
mp-757917,2016000,120,120,140
mp-1210100,2007040,56,128,280
mp-1178042,1843200,120,120,128
mp-567598,1176000,60,140,140
mp-19373,960000,100,100,96
mp-1228034,1843200,120,120,128
mp-1228503,7077888,192,192,192
mp-567067,5038848,216,216,108
mp-18008,2822400,72,140,280
mp-1185604,373248,72,72,72
mp-1208377,2239488,108,108,192
mp-33738,592704,84,84,84
mp-684508,4704000,140,140,240
mp-1193989,2332800,60,180,216
mp-1079248,592704,84,84,84
mp-1030153,2007040,56,56,640
mp-1186364,301056,56,56,96
mp-1187569,262144,64,64,64
mp-1104836,1344000,84,100,160
mp-1078515,737280,64,72,160
mp-1222360,672000,60,100,112
mp-721268,2048000,100,128,160
mp-1206205,737280,48,48,320
mp-19864,592704,84,84,84
mp-770749,1792000,80,140,160
mp-567841,2744000,140,140,140
mp-1227103,1404928,112,112,112
mp-1371279,967680,56,96,180
mp-1074175,1382400,64,100,216
mp-1218404,4096000,160,160,160
mp-541819,4300800,160,160,168
mp-1210455,1032192,96,96,112
mp-754844,592704,84,84,84
mp-673017,1474560,160,72,128
mp-1096852,979776,108,108,84
mp-759100,2097152,128,128,128
mp-766122,4741632,168,168,168
mp-1030409,1806336,56,56,576
mp-1221993,1000000,100,100,100
mp-1290410,1536000,80,160,120
mp-616481,1290240,96,112,120
mp-1183266,1204224,112,112,96
mp-642644,115200,40,40,72
mp-1226038,1382400,60,60,384
mp-1225645,1658880,96,96,180
mp-2218246,737280,80,96,96
mp-708965,2867200,140,128,160
mp-864884,512000,80,80,80
mp-1225044,884736,96,96,96
mp-1042661,3386880,84,168,240
mp-1191368,1259712,108,108,108
mp-1643099,1843200,96,160,120
mp-754737,1024000,80,80,160
mp-1078664,655360,64,64,160
mp-1215131,1881600,96,140,140
mp-1666215,2764800,96,180,160
mp-540496,2293760,128,128,140
mp-1205128,2211840,192,192,60
