id,Count,shape_x,shape_y,shape_z
mp-1195870,2097152,128,128,128
mp-1207632,746496,64,108,108
mp-694988,4741632,168,168,168
mp-1191086,1161216,144,144,56
mp-2232802,2257920,84,168,160
mp-1100540,1228800,80,96,160
mp-781077,1244160,72,72,240
mp-1095875,4096000,160,160,160
mp-1373332,1612800,160,84,120
mp-1009538,175616,56,56,56
mp-1180064,614400,80,80,96
mp-505686,921600,96,96,100
mp-1247927,2332800,180,108,120
mp-1191129,2408448,112,112,192
mp-1221632,1259712,108,108,108
mp-1025422,1536000,160,160,60
mp-626099,983040,128,128,60
mp-1095460,896000,80,80,140
mp-562854,1270080,84,84,180
mp-1218098,1259712,108,108,108
mp-1248597,3317760,144,144,160
mp-1212617,2867200,80,128,280
mp-1027549,1290240,48,48,560
mp-1028643,1843968,56,56,588
mp-1189708,4096000,160,160,160
mp-31144,1404928,112,112,112
mp-1275604,1382400,96,100,144
mp-752717,2752512,128,128,168
mp-556048,11239424,224,224,224
mp-1176570,2097152,128,128,128
mp-1185869,884736,96,96,96
mp-1245821,537600,80,120,56
mp-1218100,1632960,84,108,180
mp-31427,702464,112,112,56
mp-780394,3024000,140,120,180
mp-973557,373248,72,72,72
mp-1111732,1728000,120,120,120
mp-1025637,1505280,56,56,480
mp-504928,2097152,128,128,128
mp-10686,373248,72,72,72
mp-1184588,373248,72,72,72
mp-768269,1354752,112,112,108
mp-1096350,4096000,160,160,160
mp-562048,3386880,168,168,120
mp-776662,2580480,96,160,168
mp-766594,1769472,96,128,144
mp-1112544,2744000,140,140,140
mp-1238618,1344000,100,112,120
mp-755117,403200,60,60,112
mp-850899,1280000,80,80,200
mp-1198736,2744000,140,140,140
mp-1077443,725760,72,72,140
mp-5032,2985984,144,144,144
mp-572674,8000000,200,200,200
mp-1047149,940800,80,84,140
mp-1068331,451584,64,84,84
mp-867276,373248,72,72,72
mp-2025,290304,56,72,72
mp-1185089,592704,84,84,84
mp-556755,1244160,96,108,120
mp-554641,1524096,84,84,216
mp-706235,4741632,168,168,168
mp-20162,338688,56,56,108
mp-1204510,4718592,192,192,128
mp-729204,4096000,160,160,160
mp-1076512,1728000,120,120,120
mp-1214236,967680,80,108,112
mp-708035,1204224,56,128,168
mp-774636,2744000,140,140,140
mp-865863,373248,72,72,72
mp-777525,1382400,144,80,120
mp-1095589,1344000,140,96,100
mp-1211046,645120,60,96,112
mp-1042764,2257920,140,112,144
mp-1225505,351232,56,56,112
mp-759426,1404928,112,112,112
mp-504650,2457600,160,160,96
mp-1105069,5644800,280,280,72
mp-1025675,1505280,56,56,480
mp-554199,1228800,80,80,192
mp-1187234,1382400,120,120,96
mp-982980,2322432,112,108,192
mp-23149,2744000,140,140,140
mp-1179506,1741824,168,108,96
mp-542420,2580480,192,96,140
mp-1239045,1382400,96,120,120
mp-567479,2985984,144,144,144
mp-29141,1741824,72,72,336
mp-1203480,3584000,140,160,160
mp-1183540,216000,60,60,60
mp-686001,1128960,56,120,168
mp-13603,3870720,128,140,216
mp-1228399,1728000,120,120,120
mp-684951,3136000,140,140,160
mp-1372476,1244160,60,96,216
mp-15736,1404928,112,112,112
mp-1186095,1119744,108,108,96
mp-1176202,1105920,48,80,288
mp-1183662,737280,96,96,80
mp-1222332,1000000,100,100,100
mp-1041887,3136000,80,140,280
mp-1226225,373248,72,72,72
mp-741,451584,56,84,96
mp-1421453,263424,56,56,84
mp-1207615,1032192,84,96,128
mp-753605,819200,80,80,128
mp-866009,373248,72,72,72
mp-1228383,1128960,48,140,168
mp-562283,537600,80,80,84
mp-764911,4096000,160,160,160
mp-19194,1088640,84,108,120
mp-780239,4096000,160,160,160
mp-1202941,1966080,128,128,120
mp-1009471,110592,48,48,48
mp-1191892,1555200,120,108,120
mp-1202909,3932160,128,128,240
mp-1261949,1000000,100,100,100
mp-2226914,884736,96,96,96
mp-1206136,432000,60,60,120
mp-23118,2985984,144,144,144
mp-1043864,1728000,120,120,120
mp-1226513,393216,64,64,96
mp-1239173,2032128,96,108,196
mp-1095567,819200,80,80,128
mp-29260,995328,72,108,128
mp-1206901,884736,96,96,96
mp-1258775,1474560,96,96,160
mp-759898,1935360,144,112,120
mp-1652312,2592000,80,180,180
mp-22568,373248,72,72,72
mp-2228542,1000000,100,100,100
mp-1220380,3359232,216,216,72
mp-510436,216000,60,60,60
mp-1184943,512000,80,80,80
mp-1080080,512000,80,80,80
mp-1205354,3686400,192,192,100
mp-1215558,1000000,100,100,100
mp-1213442,2116800,140,140,108
mp-776896,1843200,80,144,160
mp-11258,175616,56,56,56
mp-776083,1404928,112,112,112
mp-1178324,1474560,96,96,160
mp-675589,403200,60,60,112
mp-542388,2764800,96,96,300
mp-10709,110592,48,48,48
mp-1238333,4718592,128,192,192
mp-570571,2764800,96,96,300
mp-1213867,1152000,120,120,80
mp-1408168,592704,84,84,84
mp-1093938,2985984,144,144,144
mp-1373149,2048000,160,160,80
mp-18879,884736,96,96,96
mp-611,614400,80,80,96
mp-27823,388800,60,60,108
mp-754961,1290240,60,96,224
mp-1246245,1612800,160,84,120
mp-10240,580608,56,96,108
mp-1071890,592704,84,84,84
mp-1217045,884736,96,96,96
mp-758085,2293760,128,128,140
mp-1218564,2097152,128,128,128
mp-763784,460800,80,80,72
mp-760347,1966080,96,128,160
mp-632401,442368,48,96,96
mp-761563,483840,48,84,120
mp-23528,1990656,216,96,96
mp-1096936,230400,60,60,64
mp-1074008,2239488,108,108,192
mp-19863,1728000,120,120,120
mp-1232212,3010560,140,128,168
mp-695251,4096000,160,160,160
mp-1174701,921600,48,120,160
mp-1186568,979776,108,108,84
mp-729172,2822400,140,112,180
mp-6064,1000000,100,100,100
mp-768424,1344000,100,112,120
mp-731109,2419200,100,96,252
mp-1188365,1000000,100,100,100
mp-706872,4478976,108,108,384
mp-861984,373248,72,72,72
mp-31368,580608,72,72,112
mp-1213685,1505280,112,112,120
mp-1025373,592704,84,84,84
mp-1175595,1036800,48,120,180
mp-862824,373248,72,72,72
mp-1187751,512000,80,80,80
mp-1223822,592704,84,84,84
mp-1201056,2160000,100,120,180
mp-1192001,1146880,80,112,128
mp-20567,262144,64,64,64
mp-1183639,592704,84,84,84
mp-21290,864000,60,120,120
mp-2646,559872,72,72,108
mp-642216,1474560,128,80,144
mp-2223,1270080,60,84,252
mp-862871,839808,108,108,72
mp-1216711,512000,80,80,80
mp-21427,262144,64,64,64
mp-1042514,1327104,96,96,144
mp-1247648,1612800,120,112,120
mp-1213218,1568000,140,140,80
mp-1079811,774144,72,96,112
mp-3828,896000,80,80,140
mp-1194911,3919104,84,216,216
mp-1079634,864000,60,120,120
mp-1180464,1720320,48,224,160
mp-1227850,2612736,84,144,216
mp-542479,1658880,96,96,180
mp-559539,10077696,216,216,216
mp-1290989,1474560,96,96,160
mp-758230,2322432,112,96,216
mp-1047240,1612800,96,120,140
mp-1223487,5184000,160,180,180
mp-7592,175616,56,56,56
mp-2219535,933120,80,108,108
mp-1045325,10077696,216,216,216
mp-16756,653184,108,108,56
mp-25972,870912,108,96,84
mp-1222617,512000,80,80,80
mp-540433,1016064,84,108,112
mp-1183720,884736,96,96,96
mp-1227977,1474560,64,64,360
mp-759677,3317760,96,160,216
mp-1198762,2939328,108,108,252
mp-1193656,2520000,100,140,180
mp-1048235,1935360,128,108,140
mp-1177868,1048576,64,256,64
mp-1042695,1327104,96,96,144
mp-975729,870912,108,96,84
mp-1200060,2744000,140,140,140
mp-1188655,1179648,96,96,128
mp-1018144,216000,60,60,60
mp-1189265,1474560,96,120,128
mp-772525,2612736,252,96,108
mp-1209177,2508800,56,160,280
mp-1222003,250880,56,56,80
mp-19823,573440,64,64,140
mp-33406,1728000,120,120,120
mp-1176060,1105920,96,96,120
mp-980082,512000,80,80,80
mp-1102647,373248,72,72,72
mp-1752,216000,60,60,60
mp-1202733,2809856,112,112,224
mp-1194678,7776000,180,180,240
mp-1224875,884736,96,96,96
mp-1102236,819200,80,80,128
mp-754397,1935360,120,96,168
mp-865623,373248,72,72,72
mp-1196664,1959552,108,108,168
mp-1221583,373248,72,72,72
mp-1207945,4096000,160,160,160
mp-1173629,4976640,96,96,540
mp-1411922,933120,108,108,80
mp-1182073,8164800,180,180,252
mp-1187594,216000,60,60,60
mp-2217105,442368,96,48,96
mp-613677,777600,60,108,120
mp-1207954,768000,80,80,120
mp-27996,1075200,80,96,140
mp-27762,504000,60,60,140
mp-670677,2007040,56,128,280
mp-1921,216000,60,60,60
mp-864623,373248,72,72,72
mp-686056,2239488,108,144,144
mp-1218058,1016064,84,84,144
mp-1209824,3276800,128,160,160
mp-770729,2764800,80,160,216
mp-1245008,4096000,160,160,160
mp-685373,4915200,160,160,192
mp-1215871,1105920,96,96,120
mp-15002,1474560,96,96,160
mp-1220510,580608,72,72,112
mp-572487,3732480,108,180,192
mp-757311,2764800,108,160,160
mp-1220445,552960,60,72,128
mp-2230029,960000,100,96,100
mp-1038575,2097152,128,128,128
mp-1194106,2097152,128,128,128
mp-768353,1769472,96,96,192
mp-696825,2150400,96,140,160
mp-1195097,3483648,108,168,192
mp-604295,3763200,140,140,192
mp-1094328,373248,72,72,72
mp-1200795,3584000,140,80,320
mp-1181450,614400,80,80,96
mp-1079659,442368,48,96,96
mp-1219518,720000,72,100,100
mp-2206,512000,80,80,80
mp-1187420,373248,72,72,72
mp-680370,4300800,192,140,160
mp-1245574,442368,64,64,108
mp-675759,2257920,112,112,180
mp-780096,1792000,80,140,160
mp-13243,1881600,140,140,96
mp-1247159,1259712,108,108,108
mp-1097028,409600,64,64,100
mp-1215095,1720320,140,96,128
mp-1111960,1000000,100,100,100
mp-540553,2744000,140,140,140
mp-1042873,979776,108,108,84
mp-695112,5806080,140,144,288
mp-1188213,1105920,64,108,160
mp-1104601,903168,84,96,112
mp-19847,373248,72,72,72
mp-570504,5832000,180,180,180
mp-1221304,2744000,140,140,140
mp-17475,1290240,96,80,168
mp-1204540,4032000,120,120,280
mp-758404,3456000,80,180,240
mp-1224795,322560,48,48,140
mp-1228555,1080000,100,100,108
mp-756446,716800,80,80,112
mp-1099624,1728000,120,120,120
mp-1044612,5308416,192,192,144
mp-1197543,2073600,96,100,216
mp-777342,1792000,80,80,280
mp-1215870,2097152,128,128,128
mp-540938,27000000,300,300,300
mp-1106373,1638400,128,128,100
mp-1187139,592704,84,84,84
mp-767763,3317760,96,96,360
mp-1224766,2097152,128,128,128
mp-1209143,1728000,60,160,180
mp-1111116,1000000,100,100,100
mp-27523,2457600,160,160,96
mp-1400858,1632960,108,108,140
mp-685713,4478976,108,216,192
mp-1102754,737280,64,96,120
mp-1225765,1693440,168,168,60
mp-1219730,345600,60,60,96
mp-728654,3686400,160,160,144
mp-1223520,864000,60,60,240
mp-1018688,559872,72,72,108
mp-1199370,1966080,128,128,120
mp-1191141,1228800,80,80,192
mp-976867,1119744,108,108,96
mp-1182900,483840,80,108,56
mp-504900,829440,72,72,160
mp-753651,1209600,120,120,84
mp-4483,388800,60,60,108
mp-1226205,1728000,120,120,120
mp-22814,1259712,108,108,108
mp-1183234,884736,96,96,96
mp-553921,2985984,144,144,144
mp-1214926,1492992,108,108,128
mp-20166,393216,64,64,96
mp-2646917,3072000,160,160,120
mp-775291,3763200,140,140,192
mp-1018012,262144,64,64,64
mp-1207712,1097600,56,140,140
mp-1078669,2359296,192,192,64
mp-774430,1024000,80,80,160
mp-1184431,512000,80,80,80
mp-863666,373248,72,72,72
mp-1207129,592704,84,84,84
mp-777761,2744000,140,140,140
mp-755632,967680,72,84,160
mp-754755,1000000,100,100,100
mp-1038346,2097152,128,128,128
mp-1080424,699840,60,108,108
mp-567365,580608,72,72,112
mp-624117,3483648,84,108,384
mp-559868,829440,80,96,108
mp-2716,933120,108,108,80
mp-1212597,1259712,108,108,108
mp-770379,1505280,56,160,168
mp-1203792,6144000,160,160,240
mp-1395540,884736,96,96,96
mp-1183342,1728000,120,120,120
mp-2930,216000,60,60,60
mp-1106240,2097152,128,128,128
mp-1217977,1259712,108,108,108
mp-1097150,4096000,160,160,160
mp-863018,1296000,120,100,108
mp-23783,2293760,128,128,140
mp-7162,175616,56,56,56
mp-505438,960000,100,100,96
mp-1197753,1658880,108,120,128
mp-1215148,4233600,140,140,216
mp-1205197,4741632,168,168,168
mp-1221642,221184,48,48,96
mp-1100393,262144,64,64,64
mp-1181901,1693440,180,84,112
mp-769491,2580480,48,140,384
mp-754751,806400,80,84,120
mp-1210913,1290240,80,96,168
mp-1245921,2211840,96,128,180
mp-545500,870912,84,96,108
mp-1377991,1053696,84,112,112
mp-20942,501760,56,56,160
mp-764575,1658880,72,96,240
mp-560628,896000,80,80,140
mp-1211858,2293760,128,128,140
mp-2220257,2370816,84,168,168
mp-3352,979776,84,108,108
mp-1101043,645120,56,80,144
mp-1174756,967680,48,80,252
mp-568313,1259712,108,108,108
mp-1188367,1152000,72,100,160
mp-1220872,762048,84,84,108
mp-2026,373248,72,72,72
mp-541106,2508800,128,140,140
mp-1226555,884736,96,96,96
mp-5079,3265920,72,180,252
mp-1039763,2293760,128,128,140
mp-1096634,4096000,160,160,160
mp-1039345,1568000,140,140,80
mp-1184125,373248,72,72,72
mp-1220704,497664,72,72,96
mp-1110919,1728000,120,120,120
mp-1223001,2419200,112,120,180
mp-1112257,884736,96,96,96
mp-1216593,184320,48,48,80
mp-697671,4096000,160,160,160
mp-759121,1290240,96,96,140
mp-1040107,2097152,128,128,128
mp-1022718,921600,120,120,64
mp-772023,2097152,128,128,128
mp-560624,2508800,112,140,160
mp-16818,4064256,108,168,224
mp-8496,1474560,96,96,160
mp-1072264,512000,80,80,80
mp-1214984,3612672,128,168,168
mp-978842,373248,72,72,72
mp-1044835,3265920,108,108,280
mp-763358,663552,96,96,72
mp-1076139,1404928,112,112,112
mp-1218361,1000000,100,100,100
mp-755364,1204224,112,112,96
mp-1188788,3240000,180,180,100
mp-1208654,1728000,120,120,120
mp-755164,725760,72,72,140
mp-1183554,512000,80,80,80
mp-1025427,497664,48,48,216
mp-9884,979776,84,108,108
mp-1111976,1259712,108,108,108
mp-860961,2257920,72,112,280
mp-1095967,5832000,180,180,180
mp-759962,3763200,240,112,140
mp-862698,592704,84,84,84
mp-1070916,248832,48,48,108
mp-1247338,1843968,168,56,196
mp-8752,896000,80,80,140
mp-1187188,512000,80,80,80
mp-767675,2580480,48,140,384
mp-1214558,3225600,96,120,280
mp-1195085,3870720,140,144,192
mp-1191374,4608000,100,128,360
mp-1199224,4128768,96,112,384
mp-1071152,580608,72,72,112
mp-1037500,2097152,128,128,128
mp-754013,716800,80,80,112
mp-1113058,1728000,120,120,120
mp-1193928,2985984,128,108,216
mp-542454,1679616,108,108,144
mp-1024989,884736,96,96,96
mp-1047231,7077888,192,192,192
mp-754325,1024000,80,80,160
mp-758809,1474560,96,96,160
mp-1113539,884736,96,96,96
mp-1192160,967680,56,96,180
mp-1049295,2064384,96,96,224
mp-982730,512000,80,80,80
mp-1218595,4096000,160,160,160
mp-755223,884736,96,96,96
mp-1192725,2764800,160,160,108
mp-30053,338688,56,72,84
mp-1185733,2744000,140,140,140
mp-1222930,384000,80,80,60
mp-1198721,2408448,112,112,192
mp-1217067,221184,48,48,96
mp-1206077,604800,60,60,168
mp-1202419,5017600,140,160,224
mp-1201021,3483648,112,144,216
mp-1174431,884736,48,96,192
mp-1192982,3145728,128,128,192
mp-24128,1404928,112,112,112
mp-15671,716800,80,80,112
mp-1364306,3317760,96,96,360
mp-6596,1451520,160,84,108
mp-1184743,884736,96,96,96
mp-1008726,373248,72,72,72
mp-557656,2073600,216,80,120
mp-11393,653184,56,108,108
mp-1096461,5832000,180,180,180
mp-1084775,702464,56,112,112
mp-1221317,933120,108,108,80
mp-9198,580608,72,84,96
mp-1207386,537600,80,80,84
mp-1228067,884736,96,96,96
mp-1187316,884736,96,96,96
mp-1203129,1451520,84,108,160
mp-996967,884736,96,96,96
mp-1008922,110592,48,48,48
mp-1179274,518400,72,72,100
mp-1078615,960000,100,100,96
mp-20248,1612800,56,160,180
mp-849539,1433600,80,112,160
mp-1202111,3386880,252,112,120
mp-744,216000,60,60,60
mp-1025668,1505280,56,56,480
mp-1199642,7112448,168,168,252
mp-1245158,4300800,160,160,168
mp-27988,1128960,84,84,160
mp-17329,1935360,64,120,252
mp-1198487,2949120,128,128,180
mp-559929,2352000,140,140,120
mp-780388,1433600,80,128,140
mp-1227926,2419200,80,120,252
mp-782641,4096000,160,160,160
mp-867217,512000,80,80,80
mp-1203260,1572864,96,128,128
mp-1225148,846720,120,84,84
mp-757056,896000,80,80,140
mp-764103,725760,72,72,140
mp-27382,3538944,216,128,128
mp-555582,2419200,120,140,144
mp-770697,2949120,96,160,192
mp-979289,373248,72,72,72
mp-19799,512000,80,80,80
mp-1227147,840000,100,100,84
mp-774750,2097152,128,128,128
mp-777812,921600,80,80,144
mp-1177329,2580480,48,140,384
mp-1184604,373248,72,72,72
mp-754908,592704,84,84,84
mp-631578,373248,72,72,72
mp-1228146,3096576,192,192,84
mp-7572,518400,72,72,100
mp-1218645,1451520,56,60,432
mp-1189602,1843200,120,120,128
mp-864976,373248,72,72,72
mp-1099323,933120,108,108,80
mp-1222094,995328,72,72,192
mp-1347225,1016064,84,84,144
mp-559264,1259712,108,108,108
mp-977361,262144,64,64,64
mp-1186537,884736,96,96,96
mp-1176619,1399680,108,108,120
mp-698001,2592000,120,120,180
mp-1100328,1728000,120,120,120
mp-774456,3763200,168,140,160
mp-1198829,2764800,120,144,160
mp-505163,2419200,160,140,108
mp-18506,2580480,96,140,192
mp-1345555,967680,60,96,168
mp-17902,2211840,96,96,240
mp-3606,640000,80,80,100
mp-776595,1327104,96,96,144
mp-1225880,1382400,120,120,96
mp-1095978,5832000,180,180,180
mp-627043,1990656,108,128,144
mp-1261272,2097152,128,128,128
mp-777371,3528000,140,140,180
mp-1218350,409600,64,64,100
mp-1228426,221184,48,48,96
mp-11486,1756160,112,112,140
mp-1201940,2744000,140,140,140
mp-1228290,1376256,64,128,168
mp-1246654,614400,48,80,160
mp-758165,5529600,160,160,216
mp-3203,564480,84,80,84
mp-1225950,1404928,112,112,112
mp-16740,560000,56,100,100
mp-570187,4096000,160,160,160
mp-775873,2621440,128,128,160
mp-978515,512000,80,80,80
mp-865616,512000,80,80,80
mp-1184161,512000,80,80,80
mp-1111085,884736,96,96,96
mp-27985,360000,60,60,100
mp-1180397,1966080,120,128,128
mp-1189829,1254400,64,140,140
mp-1195767,2239488,144,144,108
mp-2218833,537600,56,60,160
mp-10816,576000,60,60,160
mp-30855,737280,80,96,96
mp-18021,1003520,112,112,80
mp-2583,129024,48,48,56
mp-1208115,1658880,96,96,180
mp-777343,1881600,80,140,168
mp-1177777,1433600,80,112,160
mp-557724,1128960,84,84,160
mp-22360,702464,112,112,56
mp-1080264,1548288,108,112,128
mp-1197488,2332800,108,120,180
mp-557257,262144,64,64,64
mp-1178359,4096000,160,160,160
mp-1201753,4976640,120,192,216
mp-1187132,1638400,128,128,100
mp-1263,216000,60,60,60
mp-1097361,5832000,180,180,180
mp-554160,2867200,80,160,224
mp-1217105,451584,56,56,144
mp-1228757,1080000,60,60,300
mp-1028683,1806336,56,56,576
mp-1301550,829440,80,108,96
mp-1217894,165888,48,48,72
mp-1176918,5529600,160,160,216
mp-1206207,537600,56,96,100
mp-1725,663552,72,96,96
mp-1078964,663552,72,72,128
mp-1216646,115200,40,40,72
mp-1187673,663552,96,96,72
mp-11799,322560,60,64,84
mp-772439,4096000,160,160,160
mp-1215523,8000000,200,200,200
mp-685023,576000,60,96,100
mp-542724,933120,108,108,80
mp-1225360,1204224,56,96,224
mp-554383,1658880,72,128,180
mp-1214204,2239488,144,144,108
mp-1341,1200000,100,100,120
mp-1102607,614400,80,80,96
mp-753839,1344000,80,120,140
mp-557105,1032192,96,96,112
mp-1247167,1658880,80,108,192
mp-1197866,4233600,140,140,216
mp-3576,262144,64,64,64
mp-1197781,4354560,108,120,336
mp-771826,3096576,96,96,336
mp-1018636,262144,64,64,64
mp-1211068,1433600,140,80,128
mp-1217443,2744000,140,140,140
mp-1222857,1728000,120,120,120
mp-752883,1612800,144,140,80
mp-1212867,1404928,112,112,112
mp-770726,2580480,96,112,240
mp-1246497,184320,48,48,80
mp-768909,2580480,96,96,280
mp-704688,2211840,180,96,128
mp-1198222,6220800,240,240,108
mp-1013734,592704,84,84,84
mp-1097778,2744000,140,140,140
mp-557758,3225600,120,140,192
mp-21249,388800,60,60,108
mp-1195803,2540160,84,84,360
mp-1224736,4096000,160,160,160
mp-1042620,4665600,240,108,180
mp-676286,6096384,252,252,96
mp-1110570,884736,96,96,96
mp-1204549,2949120,120,128,192
mp-1076070,216000,60,60,60
mp-1190404,1259712,108,108,108
mp-1313788,645120,80,96,84
mp-557032,46656000,360,360,360
mp-1207808,4096000,160,160,160
mp-1198067,1728000,120,120,120
mp-555966,2822400,140,140,144
mp-1045770,884736,96,96,96
mp-1175090,2304000,120,120,160
mp-28566,4302592,112,196,196
mp-24563,1612800,120,120,112
mp-2217227,512000,80,80,80
mp-23195,1382400,120,120,96
mp-760787,1474560,96,96,160
mp-1228412,2508800,112,112,200
mp-1214075,1404928,112,112,112
mp-753083,672000,80,84,100
mp-725491,5529600,160,160,216
mp-1224645,592704,84,84,84
mp-778856,2016000,80,140,180
mp-27953,327680,64,64,80
mp-1218744,423360,60,84,84
mp-1186044,1000000,100,100,100
mp-1247287,3528000,100,180,196
mp-777854,1720320,80,84,256
mp-542139,2007040,112,112,160
mp-641526,592704,84,84,84
mp-1219258,933120,80,108,108
mp-1187133,1382400,120,120,96
mp-1198012,2709504,96,168,168
mp-10908,110592,48,48,48
mp-1196319,3136000,100,140,224
mp-1079184,560000,56,100,100
mp-1245642,2764800,96,160,180
mp-1380432,2211840,96,96,240
mp-1037190,2097152,128,128,128
mp-1029225,2007040,56,56,640
mp-1247043,1259712,108,108,108
mp-1879,604800,60,60,168
mp-1214040,1404928,112,112,112
mp-765345,940800,80,84,140
mp-560638,4096000,160,160,160
mp-768973,5268480,168,140,224
mp-22102,1259712,108,108,108
mp-851256,5529600,160,160,216
mp-18269,800000,80,100,100
mp-1192552,2304000,120,120,160
mp-1208529,1404928,112,112,112
mp-1226918,884736,96,96,96
mp-1185066,884736,96,96,96
mp-980110,829440,72,72,160
mp-1188861,921600,60,80,192
mp-1185835,884736,96,96,96
mp-1222220,1259712,108,108,108
mp-2215912,752640,60,56,224
mp-1214383,3440640,128,140,192
mp-30083,216000,60,60,60
mp-8248,1200000,100,100,120
mp-2232157,677376,84,84,96
mp-1213958,1259712,108,108,108
mp-1247620,1612800,120,120,112
mp-1187613,512000,80,80,80
mp-766006,3136000,140,140,160
mp-862965,512000,80,80,80
mp-754084,774144,84,96,96
mp-22234,460800,60,60,128
mp-1215291,768000,80,80,120
mp-1070580,258048,48,48,112
mp-1245681,645120,84,96,80
mp-1219920,512000,80,80,80
mp-1192665,1679616,108,108,144
mp-680531,3136000,140,140,160
mp-774449,1474560,96,96,160
mp-612,1679616,108,108,144
mp-3033,1179648,96,96,128
mp-555617,1843200,160,160,72
mp-1174541,967680,48,80,252
mp-740710,2419200,108,140,160
mp-2218934,2032128,56,56,648
mp-1177168,3136000,140,140,160
mp-1224008,1800000,100,100,180
mp-628614,2744000,140,140,140
mp-706559,8257536,192,192,224
mp-972160,216000,60,60,60
mp-1087235,1693440,168,168,60
mp-1189288,960000,80,100,120
mp-1113704,884736,96,96,96
mp-1177014,3145728,128,128,192
mp-1226255,1658880,96,108,160
mp-831077,2744000,140,140,140
mp-863406,1612800,80,72,280
mp-27771,11239424,224,224,224
mp-1080150,1290240,48,48,560
mp-1220970,1000000,100,100,100
mp-1058019,175616,56,56,56
mp-1225714,2239488,108,108,192
mp-1029063,1756160,56,56,560
mp-1386,373248,72,72,72
mp-1007730,216000,60,60,60
mp-761209,2016000,80,140,180
mp-1204532,2177280,120,108,168
mp-1025266,592704,84,84,84
mp-758137,2097152,128,128,128
mp-1216809,256000,40,40,160
mp-1388832,716800,80,80,112
mp-2646982,1036800,72,100,144
mp-554007,4665600,100,216,216
mp-1212531,1209600,140,80,108
mp-1214123,2097152,128,128,128
mp-30365,373248,72,72,72
mp-1191492,2257920,84,96,280
mp-5540,774144,64,72,168
mp-1105372,677376,84,84,96
mp-1184799,216000,60,60,60
mp-1228589,1080000,60,60,300
mp-21446,4096000,160,160,160
mp-1398363,737280,96,96,80
mp-1228486,2293760,128,128,140
mp-1228388,2359296,192,64,192
mp-554097,2457600,160,160,96
mp-1246406,1404928,112,112,112
mp-20650,774144,96,96,84
mp-555842,2257920,96,120,196
mp-1194802,2580480,84,160,192
mp-519,373248,72,72,72
mp-9473,360000,60,60,100
mp-1202786,4096000,160,160,160
mp-1185608,884736,96,96,96
mp-1191467,2007040,112,112,160
mp-1211044,2016000,120,120,140
mp-4230,373248,72,72,72
mp-1182643,5529600,192,160,180
mp-2226143,774144,96,96,84
mp-1226292,1000000,100,100,100
mp-1203108,2322432,108,128,168
mp-1079392,746496,72,72,144
mp-1205144,4096000,160,160,160
mp-1079421,800000,100,100,80
mp-2228843,896000,80,80,140
mp-626037,1881600,140,140,96
mp-1212445,1920000,100,100,192
mp-9828,216000,60,60,60
mp-9387,442368,64,64,108
mp-1212702,846720,84,84,120
mp-1228056,1032192,64,64,252
mp-1246063,645120,72,80,112
mp-654223,3686400,80,192,240
mp-1194602,1612800,112,120,120
mp-676430,1720320,64,64,420
mp-1102291,699840,108,108,60
mp-1185404,175616,56,56,56
mp-2217189,497664,108,48,96
mp-753216,762048,84,84,108
mp-1273164,1536640,56,140,196
mp-1029357,439040,56,56,140
mp-10181,216000,60,60,60
mp-676330,5120000,160,160,200
mp-758235,2211840,96,96,240
mp-1289249,933120,80,108,108
mp-29726,395136,56,84,84
mp-559434,1474560,96,120,128
mp-1208625,1024000,80,80,160
mp-759851,2073600,108,120,160
mp-18873,1105920,96,96,120
mp-771910,987840,84,84,140
mp-2686,313600,56,56,100
mp-1197519,3528000,140,140,180
mp-1048083,46656000,360,360,360
mp-1185305,262144,64,64,64
mp-1197215,2400000,100,100,240
mp-13132,110592,48,48,48
mp-1099220,1411200,140,140,72
mp-777825,1327104,96,96,144
mp-7090,622080,72,72,120
mp-1174420,1024000,80,80,160
mp-1174158,1228800,80,80,192
mp-1217933,592704,84,84,84
mp-1025361,995328,96,96,108
mp-568069,491520,64,64,120
mp-1226143,2592000,80,180,180
mp-570203,2097152,128,128,128
mp-1223760,1990656,144,144,96
mp-600219,3499200,108,108,300
mp-1246139,4300800,192,112,200
mp-1643968,1814400,72,180,140
mp-1101544,1290240,84,120,128
mp-1197362,2654208,108,128,192
mp-752504,338688,48,84,84
mp-18891,1990656,96,96,216
mp-684723,967680,60,64,252
mp-723175,3538944,216,128,128
mp-1185546,1000000,100,100,100
mp-7013,839808,108,108,72
mp-1187806,373248,72,72,72
mp-1093994,1259712,108,108,108
mp-763619,921600,72,80,160
mp-755418,1474560,96,96,160
mp-754992,1259712,108,108,108
mp-1040270,2097152,128,128,128
mp-29333,3870720,128,140,216
mp-24620,995328,96,96,108
mp-1112631,1728000,120,120,120
mp-1099724,1728000,120,120,120
mp-733650,1290240,96,96,140
mp-776659,2580480,96,160,168
mp-10661,175616,56,56,56
mp-556975,2457600,160,160,96
mp-555203,2195200,140,140,112
mp-1189282,860160,80,84,128
mp-729568,5832000,180,180,180
mp-865174,373248,72,72,72
mp-1301359,884736,48,96,192
mp-777448,614400,48,80,160
mp-705801,2150400,112,120,160
mp-1030518,1756160,56,56,560
mp-1077722,409600,64,80,80
mp-753794,1270080,84,84,180
mp-1245994,483840,96,84,60
mp-755147,6144000,240,160,160
mp-1234555,1612800,84,80,240
mp-1174313,819200,80,80,128
mp-1182037,1658880,96,96,180
